speed,Tsw,Tst,theta,Fundamental Frequency Hip 1,Fundamental Frequency Knee 1,Fundamental Frequency Hip 2,Fundamental Frequency Knee 2,Fundamental Frequency Hip 3,Fundamental Frequency Knee 3,Fundamental Frequency Hip 4,Fundamental Frequency Knee 4
22.499999999999996,20.0,60.0,15.0,12.500000000000005,12.5,12.502960934301068,12.5,12.500000000000002,12.505056468708252,12.502786976115425,12.5
21.95121951219512,20.0,62.0,15.0,12.195217123633585,12.195121951219512,12.198210680077125,12.195121951219512,12.195906295410467,12.199026767390313,12.197559758192954,12.195121951219512
21.428571428571423,20.0,64.0,15.0,11.904815072546096,11.904761904761905,11.907230799763767,11.904761904761905,11.905257450375466,11.908917242850862,11.907702299752966,11.904761904761905
20.93023255813953,20.0,66.0,15.0,11.629387191456638,11.627906976744185,11.62926567026033,11.627906976744185,11.629075004857546,11.630254252706298,11.62949196427128,11.629917517226499
20.454545454545453,20.0,68.0,15.0,11.365421072107157,11.363636363636363,11.366782500128105,11.363636363636363,11.36409752825384,11.365937913832482,11.365283195064016,11.363636363636363
20.0,20.0,70.0,15.0,11.111413252570657,11.11111111111111,11.112880914275703,11.11111111111111,11.112855839670768,11.113351312851494,11.114128510082386,11.11111111111111
19.565217391304348,20.0,72.0,15.0,10.871123760122126,10.869565217391305,10.871840667549737,10.870496609155957,10.87039915283978,10.871768881064568,10.870863717683301,10.869565217391305
19.148936170212764,20.0,74.0,15.0,10.640011088870342,10.638297872340427,10.639952917661997,10.638297872340425,10.638674260684715,10.64044875736878,10.641191917576448,10.638297872340425
18.749999999999996,20.0,76.0,15.0,10.417270817126498,10.416666666666666,10.418083609144743,10.416666666666666,10.418266408191,10.41876869421496,10.419405923483763,10.416770074282194
18.36734693877551,20.0,78.0,15.0,10.20411383614634,10.204081632653061,10.2061393670268,10.20408163265306,10.20452597818325,10.207646527515992,10.206624656464376,10.204081632653061
17.999999999999996,20.0,80.0,15.0,10.0,10.0,10.002326236083354,10.0,10.0,10.004053350349668,10.002207193849085,10.0
17.64705882352941,20.0,82.0,15.0,9.803949875795269,9.803921568627452,9.80590161826714,9.803921568627452,9.804352956003045,9.807347536672614,9.806354201008007,9.803921568627452
17.307692307692303,20.0,84.0,15.0,9.615862802153387,9.615384615384615,9.61673374110948,9.615384615384615,9.61690644243148,9.617325651582368,9.618038726298863,9.615384615384615
16.981132075471695,20.0,86.0,15.0,9.435421636209794,9.433962264150944,9.4352127714431,9.433962264150944,9.434519816901899,9.435870691654745,9.4365652255052,9.433962264150944
16.666666666666664,20.0,88.0,15.0,9.260784055967592,9.25925925925926,9.26178285095168,9.25925925925926,9.259430289098642,9.261137821490024,9.260800458573328,9.25925925925926
16.363636363636363,20.0,90.0,15.0,9.09110449615426,9.090909090909092,9.093355969830569,9.090909090909092,9.092440485263827,9.092760408021952,9.092433834113592,9.090909090909092
16.07142857142857,20.0,92.0,15.0,8.929740117010931,8.928571428571429,8.929624120116038,8.928571428571429,8.929399032934532,8.93037738208403,8.929950166393375,8.929885417746348
15.789473684210524,20.0,94.0,15.0,8.773089150419933,8.771929824561404,8.77331560465385,8.773236889972475,8.772723500063398,8.773713249584947,8.772932564471954,8.771929824561404
15.517241379310342,20.0,96.0,15.0,8.621399554305858,8.620689655172415,8.621728805548992,8.620689655172415,8.621883255403745,8.622432244823523,8.622469508038158,8.621427026687105
15.25423728813559,20.0,98.0,15.0,8.475567486987684,8.474576271186441,8.475529177133241,8.476302671280555,8.475484650858553,8.476300604552408,8.475524080522352,8.474576271186441
14.999999999999998,20.0,100.0,15.0,8.334614682783371,8.333333333333334,8.334415207647938,8.333333333333334,8.333846393820613,8.33502086414418,8.33564076656303,8.333333333333334
14.754098360655737,20.0,102.0,15.0,8.19674784728242,8.19672131147541,8.198712992192965,8.19672131147541,8.197306847913367,8.199360082586178,8.198385572725083,8.19672131147541
14.516129032258064,20.0,104.0,15.0,8.065831228893645,8.064516129032258,8.066828787849078,8.064516129032258,8.064870093368238,8.066156145084816,8.065611562464529,8.064516129032258
14.285714285714285,20.0,106.0,15.0,7.93781893159937,7.936507936507937,7.937637430017888,7.936507936507937,7.936844395393702,7.938116521743826,7.938727639982967,7.936507936507937
14.062499999999998,20.0,108.0,15.0,7.8127575074580005,7.8125,7.813681121507948,7.8125,7.813815665667531,7.8140788081456325,7.814663181941134,7.8125
13.846153846153845,20.0,110.0,15.0,7.692424123778825,7.6923076923076925,7.694339319603224,7.6923076923076925,7.693652220528065,7.693878817758877,7.693644958557911,7.6923076923076925
13.636363636363635,20.0,112.0,15.0,7.576581257972486,7.575757575757576,7.576622066262858,7.5773018924114055,7.5766220662628605,7.5773018924114055,7.576581257972486,7.575757575757576
13.43283582089552,20.0,114.0,15.0,7.463945987895303,7.462686567164179,7.464798110918823,7.462686567164179,7.462938732432665,7.464205503095254,7.463763981439757,7.462686567164179
13.235294117647056,20.0,116.0,15.0,7.3532856202889745,7.354028135557636,7.354719787450266,7.352941176470588,7.352952506654178,7.354436091115543,7.354430878231215,7.352941176470588
13.043478260869563,20.0,118.0,15.0,7.247107162269913,7.247000456484871,7.247828606664287,7.246376811594203,7.24640372467806,7.247849001228755,7.248131778005246,7.246376811594203
12.857142857142854,20.0,120.0,15.0,7.1441238908450115,7.142857142857143,7.144124659546275,7.142857142857143,7.142949709553162,7.144307845657435,7.144708502584482,7.142857142857143
12.676056338028166,20.0,122.0,15.0,7.0435040148256745,7.042253521126761,7.043475426074601,7.042253521126761,7.042359304952086,7.043683921858956,7.044101537520067,7.042253521126761
12.499999999999996,20.0,124.0,15.0,6.9456058206528075,6.944514057877056,6.945744638974688,6.944444444444445,6.944500445067584,6.945855678822098,6.946191679440553,6.944444444444445
12.32876712328767,20.0,126.0,15.0,6.8493739317613045,6.8506439150250324,6.850813805037006,6.8493150684931505,6.849316581622304,6.850708227238007,6.850851831383824,6.8493150684931505
12.162162162162161,20.0,128.0,15.0,6.757940537165128,6.756756756756757,6.758528521812146,6.756756756756757,6.7568209258945116,6.758132889395273,6.757953408805453,6.756756756756757
12.0,20.0,130.0,15.0,6.667712413384192,6.666666666666667,6.6686085575290575,6.666666666666667,6.667038297288581,6.668026785091668,6.66750567447014,6.666666666666667
11.842105263157894,20.0,132.0,15.0,6.579520344706263,6.578947368421052,6.580366233678026,6.579509985151394,6.57982196817377,6.580292450245423,6.579679034508025,6.578947368421052
11.688311688311687,20.0,134.0,15.0,6.493575446348578,6.4935064935064934,6.495182285586427,6.4935064935064934,6.494678148579788,6.494837485233633,6.494670343262429,6.4935064935064934
11.538461538461537,20.0,136.0,15.0,6.410398026054759,6.410256410256411,6.411286347057007,6.410256410256411,6.411384281987963,6.411553489351196,6.411997916866652,6.410256410256411
11.392405063291138,20.0,138.0,15.0,6.329961385282523,6.329113924050633,6.329840484772827,6.329113924050633,6.329656265548642,6.3303985893643455,6.330626314353428,6.329458656872545
11.249999999999998,20.0,140.0,15.0,6.250000000000001,6.2512751758816165,6.251389834094794,6.25,6.25,6.251273103687254,6.251368867887813,6.25
11.111111111111109,20.0,142.0,15.0,6.173611024324503,6.172839506172839,6.173822129680346,6.173766391752363,6.173424461995301,6.174101879974128,6.173523874879972,6.172839506172839
10.97560975609756,20.0,144.0,15.0,6.097571456275804,6.097560975609756,6.099019451693549,6.097560975609756,6.098020553931088,6.099535197182605,6.09878540716134,6.097560975609756
10.843373493975902,20.0,146.0,15.0,6.024715993297501,6.024096385542169,6.024763537297174,6.024096385542169,6.024802613862377,6.025318842348306,6.02480996396778,6.025262869981207
10.714285714285712,20.0,148.0,15.0,5.952669867534235,5.953262817059603,5.953791968444797,5.9523809523809526,5.952386798118672,5.953594862243815,5.953591639089412,5.9523809523809526
10.588235294117645,20.0,150.0,15.0,5.8827327769141045,5.882352941176471,5.884065529574955,5.882352941176471,5.883243663098532,5.883559057543963,5.883069979941521,5.882352941176471
10.465116279069765,20.0,152.0,15.0,5.8141852345311165,5.813953488372093,5.8147686960489064,5.813953488372093,5.814928842861062,5.815131715789475,5.815606628780563,5.813953488372093
10.344827586206895,20.0,154.0,15.0,5.747728486884469,5.747623667156499,5.748293038153372,5.747126436781609,5.747139495166128,5.748298094525712,5.7484805318690935,5.747126436781609
10.227272727272727,20.0,156.0,15.0,5.682202574465239,5.681818181818182,5.683488680412741,5.681818181818182,5.682663901669007,5.682983979114809,5.682485026135295,5.681818181818182
10.112359550561797,20.0,158.0,15.0,5.618332728908603,5.617977528089888,5.618658987459136,5.617977528089888,5.618826604595968,5.619117272244938,5.619627365906096,5.617977528089888
10.0,20.0,160.0,15.0,5.556557756339654,5.555555555555555,5.556974714488402,5.555555555555555,5.555590604790226,5.556690546233924,5.556568591706417,5.555555555555555
9.890109890109889,20.0,162.0,15.0,5.494546711539853,5.4945054945054945,5.495891073862487,5.4945054945054945,5.495524159765819,5.495636410828187,5.4955158788522205,5.4945054945054945
9.782608695652174,20.0,164.0,15.0,5.435669132150958,5.434782608695652,5.435501134431115,5.434782608695652,5.435051875685798,5.435889071020342,5.436333754288241,5.434782608695652
9.677419354838708,20.0,166.0,15.0,5.376894233216096,5.376344086021505,5.377076321901979,5.3772873586684815,5.376973283671974,5.377447488250114,5.376933353930307,5.376344086021505
9.574468085106382,20.0,168.0,15.0,5.319523579964043,5.319148936170213,5.319787987072435,5.319148936170213,5.319921039342802,5.320228984273323,5.320710612232623,5.319148936170213
9.473684210526315,20.0,170.0,15.0,5.264058386597744,5.2631578947368425,5.2646755164188885,5.2631578947368425,5.263344777609338,5.264235839259895,5.263888631884955,5.2631578947368425
9.374999999999998,20.0,172.0,15.0,5.208408737598036,5.208333333333333,5.209216043419027,5.208333333333333,5.2092825940939615,5.2093889353912335,5.209708960003669,5.208333333333333
9.278350515463917,20.0,174.0,15.0,5.155533668919901,5.154690318673962,5.155927310522592,5.154639175257732,5.154661485073083,5.155693580487515,5.155605128681529,5.154639175257732
9.183673469387754,20.0,176.0,15.0,5.102044440317391,5.1020408163265305,5.103107902375599,5.1020408163265305,5.102293944580291,5.103834461332216,5.103207664920403,5.1020408163265305
9.09090909090909,20.0,178.0,15.0,5.05050505050505,5.051537712261655,5.0516379259784765,5.05050505050505,5.05050505050505,5.051537712261655,5.051583988892108,5.05050505050505
8.999999999999998,20.0,180.0,15.0,4.999999999999999,5.0,5.001110208471555,5.0,4.999999999999999,5.002047364001806,5.001078149588295,5.0
8.91089108910891,20.0,182.0,15.0,4.9504950495049505,4.951507654800732,4.951604756288827,4.9504950495049505,4.95049504950495,4.951507654800732,4.9515520423237,4.9504950495049505
8.823529411764705,20.0,184.0,15.0,4.901963987195381,4.901960784313726,4.902986549875908,4.901960784313726,4.902205264706665,4.903684974511372,4.90307886782155,4.901960784313726
8.7378640776699,20.0,186.0,15.0,4.855217639786055,4.854417125597608,4.855573984040965,4.854368932038835,4.854387483003669,4.855363071498993,4.855284281862472,4.854368932038835
8.653846153846152,20.0,188.0,15.0,4.807751445022547,4.8076923076923075,4.808521975226677,4.8076923076923075,4.808578601230518,4.808667419079555,4.8089477416639355,4.8076923076923075
8.571428571428571,20.0,190.0,15.0,4.762741682079914,4.761904761904762,4.763262797590176,4.761904761904762,4.762043830143392,4.762881941027709,4.76259191566999,4.761904761904762
8.490566037735848,20.0,192.0,15.0,4.717248874474274,4.716981132075472,4.717576177035319,4.716981132075472,4.717716873862838,4.7179399589688575,4.718366504179225,4.716981132075472
8.411214953271028,20.0,194.0,15.0,4.673473235860421,4.672897196261682,4.673778211151753,4.673459471622185,4.673338728769269,4.673858845696761,4.673409154305253,4.672897196261682
8.333333333333332,20.0,196.0,15.0,4.630264816247678,4.62962962962963,4.630165312196579,4.62962962962963,4.6300011847310225,4.6305735513891415,4.630971649128953,4.62962962962963
8.256880733944953,20.0,198.0,15.0,4.587320539531855,4.587155963302752,4.588460519258013,4.587155963302752,4.587954451898136,4.588103448301618,4.58779897604056,4.587155963302752
8.181818181818182,20.0,200.0,15.0,4.546320383391936,4.545454545454546,4.546320936337208,4.545454545454546,4.545477593270253,4.546384880011049,4.546560757255155,4.545454545454546
8.108108108108107,20.0,202.0,15.0,4.504522914465942,4.504504504504505,4.505356365890922,4.504504504504505,4.505338304078467,4.505418150099569,4.505613997746802,4.504504504504505
8.035714285714285,20.0,204.0,15.0,4.465035224447179,4.464285714285714,4.465600344017873,4.464285714285714,4.464469852151984,4.465203726467245,4.464876108116439,4.464285714285714
7.9646017699115035,20.0,206.0,15.0,4.425251223441657,4.424778761061947,4.425263946351936,4.424778761061947,4.425271133839574,4.425680595492948,4.425258598971434,4.425682671485263
7.894736842105262,20.0,208.0,15.0,4.38614900524147,4.385964912280702,4.387238099520696,4.385964912280702,4.386709725437677,4.3868718216256,4.386543825780472,4.385964912280702
7.826086956521738,20.0,210.0,15.0,4.348298995744985,4.348205372388128,4.348722288008898,4.3478260869565215,4.347831610120288,4.348717290937937,4.348822499577896,4.3478260869565215
7.758620689655171,20.0,212.0,15.0,4.310440349464092,4.310344827586207,4.311018097957227,4.310344827586207,4.311124506579554,4.311220730664951,4.311526726721005,4.310344827586207
7.692307692307691,20.0,214.0,15.0,4.274013545089766,4.273504273504273,4.274191007564667,4.274153479264223,4.273924722380142,4.27438599249669,4.273969202684558,4.273504273504273
7.627118644067795,20.0,216.0,15.0,4.238031248429417,4.237288135593221,4.237891644323744,4.237288135593221,4.23743619615483,4.238154972003962,4.238476699762909,4.237288135593221
7.5630252100840325,20.0,218.0,15.0,4.20168266607554,4.201680672268908,4.20255050746245,4.201680672268908,4.201894203798323,4.203161779334021,4.202641695534443,4.201680672268908
7.499999999999999,20.0,220.0,15.0,4.167323344067482,4.166666666666667,4.167922377460652,4.166666666666667,4.166894642637061,4.167525520999631,4.167176923686115,4.166666666666667
7.438016528925619,20.0,222.0,15.0,4.13286053859275,4.132231404958677,4.132732630391253,4.132231404958677,4.132493229185267,4.133076120574177,4.133442511380088,4.132231404958677
7.377049180327869,20.0,224.0,15.0,4.098363730556468,4.098360655737705,4.099306673332635,4.098360655737705,4.098686475377924,4.099702214680959,4.09919818793582,4.098360655737705
7.317073170731707,20.0,226.0,15.0,4.065711723430533,4.065040650406504,4.066248223609011,4.065040650406504,4.065224829530278,4.0658787896501245,4.06556539870806,4.065040650406504
7.258064516129032,20.0,228.0,15.0,4.032873004969926,4.032258064516129,4.032750128460694,4.032258064516129,4.032512492233017,4.033082738523194,4.033436540102104,4.032258064516129
7.199999999999999,20.0,230.0,15.0,4.0,4.0,4.00087075614573,4.0,4.000000000000001,4.0016462941004916,4.00087075614573,4.0
7.142857142857142,20.0,232.0,15.0,3.9688476086958864,3.9682539682539684,3.969464223403967,3.9682539682539684,3.9685092291538293,3.9690733901211313,3.968718880761276,3.9682539682539684
7.086614173228345,20.0,234.0,15.0,3.9376969964346533,3.937007874015748,3.937561193719886,3.937007874015748,3.937150175826749,3.9378144410943663,3.9381190162077666,3.937007874015748
7.031249999999999,20.0,236.0,15.0,3.9062815117872924,3.90625,3.9069526696574175,3.90625,3.9069886159742233,3.9070440124261205,3.9072415359229224,3.90625
6.976744186046511,20.0,238.0,15.0,3.876368595840765,3.875968992248062,3.8764985452808944,3.8766541160432997,3.8764129873619675,3.8767715640691125,3.8763888225409873,3.875968992248062
6.9230769230769225,20.0,240.0,15.0,3.8469024354414803,3.8461538461538463,3.846902920056354,3.8461538461538463,3.8461676927920982,3.8469441169468275,3.8470709547412265,3.8461538461538463
6.870229007633587,20.0,242.0,15.0,3.8170053273401128,3.816793893129771,3.8172667934898556,3.816793893129771,3.817393448024699,3.8175721435495316,3.8179324715286005,3.816793893129771
6.8181818181818175,20.0,244.0,15.0,3.7879989145459274,3.787878787878788,3.788957721345913,3.787878787878788,3.7885558690174164,3.788666265799937,3.788411991280456,3.787878787878788
6.766917293233082,20.0,246.0,15.0,3.760092031097044,3.7593984962406015,3.7604375656181177,3.7593984962406015,3.759467347621204,3.760174175693969,3.7599862583541603,3.7593984962406015
6.71641791044776,20.0,248.0,15.0,3.7318946662485852,3.7313432835820897,3.7317882219786935,3.7313432835820897,3.7315986969006634,3.732107427752468,3.7324406762729376,3.7313432835820897
6.666666666666665,20.0,250.0,15.0,3.7037138357479535,3.7037037037037037,3.704420041257516,3.7037037037037037,3.7044032377255784,3.704456568005985,3.704596820738578,3.7037037037037037
6.617647058823528,20.0,252.0,15.0,3.6768369911001226,3.676470588235294,3.677068163575229,3.677023041342687,3.676903911838591,3.677233292223884,3.6768646620328655,3.676470588235294
6.569343065693429,20.0,254.0,15.0,3.6496691761300237,3.6503538472883594,3.6504306150848387,3.6496350364963503,3.649635252528909,3.650386645618369,3.6504263316744168,3.6496350364963503
6.521739130434781,20.0,256.0,15.0,3.6235371764144797,3.6231884057971016,3.623592205770487,3.6231884057971016,3.6236254836060318,3.623929160394825,3.6239760722969647,3.6235043760980017
6.474820143884891,20.0,258.0,15.0,3.597129712085478,3.597122302158273,3.597969846712366,3.597122302158273,3.597782934650105,3.5979102947891577,3.5978359102013284,3.597122302158273
20.454545454545453,22.0,66.0,15.0,11.365549570694526,11.363636363636363,11.367027106248512,11.363636363636363,11.364155770162114,11.366172785816461,11.36546951095111,11.363636363636363
20.0,22.0,68.0,15.0,11.111451881027998,11.111111111111112,11.113079743856714,11.11111111111111,11.112904474944136,11.113679996091332,11.114398653575337,11.111111111111112
19.565217391304348,22.0,70.0,15.0,10.871269945284833,10.869565217391305,10.871900900382453,10.870784518131812,10.870497419122684,10.87199376839115,10.871007011711338,10.869565217391305
19.148936170212764,22.0,72.0,15.0,10.640137181105723,10.638297872340425,10.64013828303602,10.638297872340425,10.638721338060723,10.640668260316868,10.641453210653374,10.638297872340425
18.749999999999996,22.0,74.0,15.0,10.417343720333635,10.416666666666666,10.418238843390352,10.416666666666666,10.418406356436249,10.418983212976144,10.41952141317574,10.416941946176733
18.36734693877551,22.0,76.0,15.0,10.204117964164794,10.204081632653061,10.206367048946372,10.204081632653061,10.204482359775124,10.20810967749151,10.206887692784795,10.204081632653061
17.999999999999996,22.0,78.0,15.0,9.999999999999998,10.0,10.002575121655276,10.0,10.000000000000002,10.004466904556761,10.00244710656604,10.0
17.64705882352941,22.0,80.0,15.0,9.803953464974496,9.803921568627452,9.806120220204038,9.803921568627452,9.804311109436183,9.80779268211154,9.806607129071917,9.803921568627452
17.307692307692303,22.0,82.0,15.0,9.615920229994094,9.615384615384615,9.616881978529845,9.615384615384615,9.617039398189442,9.617523748531504,9.61825350898659,9.615384615384615
16.981132075471695,22.0,84.0,15.0,9.43555538542643,9.433962264150944,9.435350423784744,9.433962264150944,9.434585760690664,9.436065462878936,9.43673253394838,9.434047030037368
16.666666666666664,22.0,86.0,15.0,9.260836218478897,9.259342689894376,9.262030310207948,9.25925925925926,9.259451355067437,9.261329547032693,9.260972904456565,9.25925925925926
16.363636363636363,22.0,88.0,15.0,9.091128395621787,9.090909090909092,9.093596672067521,9.090909090909092,9.092539051547657,9.092949355356687,9.09260341897295,9.090909090909092
16.07142857142857,22.0,90.0,15.0,8.929860489835468,8.928571428571429,8.929737190387256,8.928571428571429,8.929491565804598,8.930561700424224,8.930018399254697,8.930105732526252
15.789473684210524,22.0,92.0,15.0,8.773208154487568,8.771929824561404,8.773384459315247,8.77345520850806,8.772812393716064,8.77389527117489,8.773040948669529,8.771929824561404
15.517241379310342,22.0,94.0,15.0,8.621479865543318,8.620689655172415,8.621840771845692,8.620689655172415,8.622003572828879,8.62261009958553,8.622513876829851,8.621654906708624
15.25423728813559,22.0,96.0,15.0,8.475673145677074,8.474576271186441,8.475631689770957,8.47647866922839,8.475583332454665,8.47647659869016,8.475626147551738,8.474576271186441
14.999999999999998,22.0,98.0,15.0,8.334737215873183,8.333333333333334,8.334532662626179,8.333333333333334,8.333905674318048,8.335193103070392,8.335791932947343,8.333408240131966
14.754098360655737,22.0,100.0,15.0,8.196751067207355,8.196721311475411,8.198922645241959,8.19672131147541,8.19725893912024,8.199744795019772,8.198567275415137,8.19672131147541
14.516129032258064,22.0,102.0,15.0,8.065950919021942,8.064516129032258,8.067044253326713,8.064516129032258,8.064911502395601,8.066323538298935,8.065732211605809,8.064516129032258
14.285714285714285,22.0,104.0,15.0,7.937937889136489,7.936507936507937,7.937761246230095,7.936507936507937,7.936883704680735,7.938280708043149,7.9389379531953095,7.936507936507937
14.062499999999998,22.0,106.0,15.0,7.812787752894054,7.8125,7.813810296695325,7.8125,7.813931361445181,7.814239956327475,7.814872064288344,7.8125
13.846153846153845,22.0,108.0,15.0,7.692437949267239,7.6923076923076925,7.694545668868131,7.6923076923076925,7.693744246381734,7.6940391848407,7.693791760196817,7.6923076923076925
13.636363636363635,22.0,110.0,15.0,7.57666994782908,7.575757575757576,7.576714377317802,7.577459524384982,7.576714377317804,7.577459524384982,7.57666994782908,7.575757575757576
13.43283582089552,22.0,112.0,15.0,7.464058773927589,7.462686567164179,7.465001466208155,7.462686567164179,7.462968098332613,7.464360545734478,7.463881843244998,7.462686567164179
13.235294117647056,22.0,114.0,15.0,7.353254491674484,7.354210459910115,7.354907229610706,7.352941176470588,7.352953852793465,7.354588683190716,7.3545925430417025,7.352941176470588
13.043478260869563,22.0,116.0,15.0,7.2470596079576755,7.247193146392204,7.24798599300291,7.246376811594203,7.246406908975572,7.247999275065725,7.248316158005746,7.246376811594203
12.857142857142854,22.0,118.0,15.0,7.144212528776834,7.142857142857143,7.144262593172404,7.142857142857143,7.142960568507867,7.144455927654299,7.144897794642332,7.142857142857143
